osmid,y,x
11057975857,19.0795993,72.8854766
11057975858,19.0787768,72.8856253
11057975859,19.0791083,72.8854057
11057975861,19.0792281,72.8855662
11057984113,19.0456646,72.9006098
11057984114,19.0456713,72.9013322
11061025677,19.065436,72.916995
11061025680,19.0662492,72.9172739
11061050455,19.0598515,72.8874048
11061050456,19.0596637,72.8877227
11061112722,19.0798947,72.8805069
11061112724,19.0798467,72.8809266
11064166077,19.067266,72.890227
11064166079,19.0674065,72.8893417
11064284793,19.0533504,72.8908583
11064314665,19.0540192,72.8939465
11064314666,19.0533923,72.8938689
11064895804,19.0661071,72.903143
11066146235,19.0510696,72.9184585
11066146237,19.0519293,72.918866
11066699142,19.047087,72.8877454
11066699144,19.0476982,72.8874743
11068677534,19.0654612,72.8959673
11068677536,19.0654334,72.8947886
11071146293,19.0657238,72.8914242
11072763921,19.0421687,72.8953145
11124607401,19.0577131,72.8989091
11133379607,19.0309197,72.8969742
11135766726,19.0456212,72.9033934
11136120782,19.0793638,72.9146704
11136160958,19.0760617,72.8971111
11143613408,19.0549907,72.8848869
11143613410,19.056373,72.883808
11143613411,19.0564487,72.8837626
11143613412,19.0566541,72.8836394
11143613413,19.0566223,72.8835893
11143613414,19.0580886,72.883016
11143613415,19.05605,72.8840345
11149490184,19.0593133,72.8824656
11155527394,19.0637366,72.9099915
11155555011,19.0636765,72.9062454
11155555013,19.063142,72.9069098
11182441556,19.0437762,72.9107561
11189973294,19.0710771,72.8854718
11190020704,19.0550351,72.9057881
11190067192,19.0510742,72.9118274
11192770145,19.0439779,72.9047769
11222162587,19.0627855,72.9024557
11235241354,19.0614013,72.8885398
11242732405,19.0528859,72.8852569
11242732406,19.0528959,72.885627
11242782946,19.0530125,72.88635
11242782947,19.0529766,72.8859367
11242789980,19.0530037,72.8903248
11242789981,19.0533066,72.8903873
11242800174,19.053509,72.8830058
11242800177,19.0528509,72.8830867
11242904336,19.05165,72.8847242
11242926537,19.0516425,72.8849836
11242941159,19.0530927,72.8863483
11242941164,19.0529946,72.8869984
11242941359,19.0531488,72.8886294
11242971649,19.0529488,72.8890936
11242971650,19.0529166,72.8886423
11243128510,19.0513916,72.8926981
11243128511,19.0509012,72.8923275
11243128518,19.050198,72.892981
11250407992,19.0452013,72.8922031
11252156300,19.0735059,72.9114853
11252156304,19.0728667,72.9128964
11252250805,19.0502278,72.91703
11274067553,19.0470422,72.9098001
11276652472,19.0483248,72.9185174
11283268387,19.0634735,72.916372
11292989707,19.0507823,72.8850213
11335192190,19.0768789,72.9133581
11335211558,19.0678925,72.910577
11337271584,19.0644983,72.904428
11375281418,19.0629502,72.9008814
11416892189,19.0606063,72.9127158
11416892190,19.0605963,72.912602
11603190365,19.0751458,72.8874989
11827339618,19.0392104,72.8948519
11827339619,19.0391828,72.8947298
11912106268,19.0511304,72.902377
11929993564,19.0674929,72.9018729
11929993565,19.0673392,72.9019918
11975764274,19.0777893,72.8961325
12068018711,19.0767717,72.8802068
12068018712,19.0767819,72.8806485
12071272954,19.0327055,72.9000466
12088834960,19.063481,72.9188197
12088834962,19.0621355,72.9181441
12088834965,19.0641147,72.9191647
12088834966,19.0652562,72.9197626
12088863672,19.065596,72.9199378
12120570026,19.0794869,72.8820424
12157136280,19.0512077,72.9018418
12157136281,19.0515847,72.9019951
12157136282,19.0513236,72.9018808
12295858287,19.0468319,72.8932703
12295858288,19.0468243,72.8933988
12311206312,19.0419849,72.8934906
12311206317,19.0412968,72.8931068
12311836735,19.0518095,72.8916384
12320207931,19.0513416,72.9054596
12320207936,19.0513331,72.9055124
12330335877,19.0327723,72.9011707
12330461932,19.0633132,72.883542
12334312402,19.0793892,72.9104731
12353418397,19.0721559,72.8958957
12353418398,19.0721188,72.8959507
12353472090,19.0692125,72.8961834
12353523816,19.0691058,72.895959
12353523819,19.0692124,72.8961402
12353524312,19.0727524,72.8963321
12353524314,19.0727245,72.8963745
12364540586,19.0730763,72.9106587
12378540778,19.0492035,72.9056021
12378540782,19.0491264,72.905564
12378563177,19.049032,72.90577
12378563182,19.0490017,72.905758
12378584818,19.053061,72.8943293
12378615927,19.0509254,72.9054209
12378615929,19.050915,72.9054727
12382320289,19.04768,72.893488
12382320291,19.0476853,72.8933311
12384043771,19.0458442,72.9061705
12384043777,19.0459779,72.9061932
12384046732,19.0459365,72.9023828
12384046733,19.0458085,72.9023608
12393340592,19.0781583,72.8834902
12393340593,19.0779727,72.883707
12393340594,19.0783846,72.8836976
12393340595,19.0781207,72.8836068
12393340596,19.0783274,72.8837338
12393340597,19.078082,72.8836957
12395437956,19.0492135,72.9187196
12395437958,19.0491563,72.9186838
12395700124,19.0609448,72.9166743
12395700125,19.0609946,72.9166617
12395700127,19.061806,72.917962
12395746332,19.0619722,72.9177205
12395746333,19.0622507,72.9178536
12430192234,19.0729458,72.8842102
12430193495,19.0737058,72.8824022
12430193496,19.0736186,72.8823961
12432746177,19.0530577,72.9069583
12432759563,19.0328616,72.9030919
12432762467,19.0328616,72.9042591
12432770460,19.0319121,72.9044064
12432789115,19.031912,72.9040007
12432789116,19.0321663,72.9039897
12432789117,19.0315295,72.9040093
12448362114,19.0650324,72.8992076
12448362119,19.0648979,72.8993323
12455579945,19.0664121,72.8896147
12523105530,19.0461186,72.9006665
12560606618,19.0744904,72.906051
12635078803,19.0776524,72.9097461
12637993103,19.0589704,72.914478
12637993104,19.0593074,72.9135791
12637993105,19.0590091,72.914383
12638251209,19.0467274,72.8891433
12638251212,19.0458033,72.8913581
12697993395,19.0593172,72.9135542
12697993400,19.0607266,72.9140886
12697997201,19.0607997,72.9140964
12697997207,19.0630827,72.9145704
12761713664,19.0796066,72.8810002
12777714547,19.0689958,72.8929583
12777784532,19.0684531,72.9002389
12794348742,19.0755962,72.9135402
12794348743,19.0758518,72.9135908
12812047610,19.0738444,72.8803274
12812047612,19.0736147,72.8810337
12836695797,19.0538556,72.8867535
12882834605,19.0630323,72.9148318
12882834614,19.0608168,72.9142577
12882834615,19.0607446,72.9142484
12882834622,19.0592485,72.9137907
12888382213,19.0309175,72.8968511
12888608854,19.0715725,72.8855291
12888608855,19.0687189,72.8818072
12905592102,19.0652603,72.8993499
12951470684,19.0678184,72.8984168
12951470685,19.0678335,72.8985634
12951494701,19.0677513,72.8985356
13014758856,19.0685879,72.9054384
13014758862,19.0684891,72.905287
13031507246,19.0461864,72.9094189
13055928897,19.0626203,72.8949164
13057621882,19.0327677,72.8984222
13077645668,19.0458883,72.908154
13077645669,19.0462361,72.9082069
13103368075,19.0457288,72.9092387
